,sentiment,text,polarity,std
10675,negative,otredad,-0.25,0.0
10676,negative,out,-0.25,0.0
10677,negative,oveja negra,-0.25,0.088
10678,negative,oxímoron,-0.25,0.0
10679,negative,ozonium,-0.25,0.0
10680,negative,oído interno,-0.25,0.0
10681,negative,pachá,-0.25,0.0
10682,negative,palabras,-0.25,0.0
10683,negative,palabras de despedida,-0.25,0.0
10684,negative,palanquista,-0.25,0.0
10685,negative,palatalizado,-0.25,0.0
10686,negative,palatosquisis,-0.25,0.0
10687,negative,paleopatología,-0.25,0.0
10688,negative,paliación,-0.25,0.0
10689,negative,paliativo,-0.25,0.0
10690,negative,palmarla,-0.25,0.0
10691,negative,paludismo,-0.25,0.0
10692,negative,pan negro,-0.25,0.0
10693,negative,pancreatitis,-0.25,0.0
10694,negative,panecillo de viena,-0.25,0.0
10695,negative,pantalones de montar,-0.25,0.0
10696,negative,panzazo,-0.25,0.0
10697,negative,papel carbón,-0.25,0.0
10698,negative,papel de carta,-0.25,0.088
10699,negative,paperas,-0.25,0.0
10700,negative,paracetamol,-0.25,0.0
10701,negative,paralelo,-0.25,0.0
10702,negative,paranoia,-0.25,0.0
10703,negative,paraquat,-0.25,0.0
10704,negative,parecido mutuo,-0.25,0.0
10705,negative,parecido mútuo,-0.25,0.0
10706,negative,pareo,-0.25,0.0
10707,negative,parque zoológico,-0.25,0.0
10708,negative,parricidio,-0.25,0.0
10709,negative,parte demandante,-0.25,0.0
10710,negative,partido político,-0.25,0.0
10711,negative,partícula beta,-0.25,0.0
10712,negative,partícula elemental,-0.25,0.0
10713,negative,parálisis cerebral,-0.25,0.0
10714,negative,parésico,-0.25,0.0
10715,negative,pasajero,-0.25,0.0
10716,negative,pasamano,-0.25,0.0
10717,negative,pasar por encima,-0.25,0.0
10718,negative,pasar revista,-0.25,0.0
10719,negative,pasma,-0.25,0.0
10720,negative,paso lento,-0.25,0.0
10721,negative,pastelito relleno,-0.25,0.0
10722,negative,pasterización,-0.25,0.0
10723,negative,pasteurelosis,-0.25,0.0
10724,negative,pasteurización,-0.25,0.0
10725,negative,patentemente,-0.25,0.0
10726,negative,patología animal,-0.25,0.0
10727,negative,patología vegetal,-0.25,0.0
10728,negative,patoso,-0.25,0.0
10729,negative,país de hadas,-0.25,0.0
10730,negative,pañuelo de cabeza,-0.25,0.0
10731,negative,pañuelo de cuello,-0.25,0.0
10732,negative,pañuelo de papel,-0.25,0.0
10733,negative,pañuelo del cuello,-0.25,0.0
10734,negative,pecable,-0.25,0.0
10735,negative,pediculosis,-0.25,0.0
10736,negative,pedrisco,-0.25,0.0
10737,negative,pelagra,-0.25,0.0
10738,negative,pelea con cuchillos,-0.25,0.0
10739,negative,pelear,-0.25,0.072
10740,negative,pelear a puñetazos,-0.25,0.0
10741,negative,peleón,-0.25,0.0
10742,negative,peligro sanitario,-0.25,0.0
10743,negative,pelota de golf,-0.25,0.0
10744,negative,peluca gris,-0.25,0.0
10745,negative,penetrantemente,-0.25,0.0
10746,negative,pensión de mala muerte,-0.25,0.0
10747,negative,peoría,-0.25,0.0
10748,negative,peplo,-0.25,0.0
10749,negative,perder intensidad,-0.25,0.0
10750,negative,peridotita,-0.25,0.0
10751,negative,perifrástico,-0.25,0.0
10752,negative,perilla,-0.25,0.0
10753,negative,periodontitis,-0.25,0.0
10754,negative,periquito australiano,-0.25,0.0
10755,negative,perjudicar,-0.25,0.068
10756,negative,perlino,-0.25,0.0
10757,negative,permanganato de potasa,-0.25,0.0
10758,negative,permitir fluctuar,-0.25,0.0
10759,negative,permitir la fluctuación,-0.25,0.0
10760,negative,perniciosamente,-0.25,0.0
10761,negative,perpetración,-0.25,0.0
10762,negative,perplejidad,-0.25,0.0
10763,negative,persona malhumorada,-0.25,0.0
10764,negative,persona odiada,-0.25,0.0
10765,negative,personalidad psicopática,-0.25,0.0
10766,negative,perturbación mental,-0.25,0.0
10767,negative,pertussis,-0.25,0.0
10768,negative,pestañada,-0.25,0.0
10769,negative,peste septicémica,-0.25,0.0
10770,negative,pesticida,-0.25,0.0
10771,negative,pezizales,-0.25,0.0
10772,negative,phallales,-0.25,0.0
10773,negative,philadelphus coronarius,-0.25,0.0
10774,negative,physostigma,-0.25,0.0
10775,negative,phytophthora,-0.25,0.0
10776,negative,piada,-0.25,0.0
10777,negative,piantado,-0.25,0.0
10778,negative,picada,-0.25,0.0
10779,negative,picada de abeja,-0.25,0.0
10780,negative,picada de mosquito,-0.25,0.0
10781,negative,picadura de abeja,-0.25,0.0
10782,negative,picadura de mosquito,-0.25,0.0
10783,negative,picardías,-0.25,0.0
10784,negative,pickelhaube,-0.25,0.0
10785,negative,picor,-0.25,0.0
10786,negative,piel de gallina,-0.25,0.0
10787,negative,pieza del ajedrez,-0.25,0.0
10788,negative,pigargo,-0.25,0.0
10789,negative,pila galvánica,-0.25,0.0
10790,negative,pillo,-0.25,0.12
10791,negative,pintamonas,-0.25,0.0
10792,negative,pinza de corbata,-0.25,0.0
10793,negative,piperacilina,-0.25,0.0
10794,negative,pirata informático,-0.25,0.088
10795,negative,piridina,-0.25,0.0
10796,negative,pirómetro óptico,-0.25,0.0
10797,negative,pitufo,-0.25,0.0
10798,negative,piuria,-0.25,0.0
10799,negative,plaguicida,-0.25,0.0
10800,negative,planchar con máquina,-0.25,0.0
10801,negative,planchazo,-0.25,0.0
10802,negative,plantador,-0.25,0.0
10803,negative,planímetro,-0.25,0.0
10804,negative,plañidero,-0.25,0.0
10805,negative,pleitista,-0.25,0.088
10806,negative,pluma blanca,-0.25,0.0
10807,negative,plumbemia,-0.25,0.0
10808,negative,plutócrata,-0.25,0.0
10809,negative,pobretón,-0.25,0.0
10810,negative,pobreza extrema,-0.25,0.0
10811,negative,poca fiabilidad,-0.25,0.0
10812,negative,poco convencido,-0.25,0.0
10813,negative,poco convincente,-0.25,0.0
10814,negative,poli,-0.25,0.0
10815,negative,policia montado,-0.25,0.0
10816,negative,policía montada de Canadá,-0.25,0.0
10817,negative,polizonte,-0.25,0.0
10818,negative,polémica,-0.25,0.088
10819,negative,política arriesgada,-0.25,0.0
10820,negative,política de agresión,-0.25,0.0
10821,negative,política de la cuerda floja,-0.25,0.0
10822,negative,política del borde del abismo,-0.25,0.0
10823,negative,político estafador,-0.25,0.0
10824,negative,pompón,-0.25,0.0
10825,negative,poner en peligro,-0.25,0.265
10826,negative,poner en tela de juicio,-0.25,0.0
10827,negative,popularismo,-0.25,0.0
10828,negative,portaligas,-0.25,0.0
10829,negative,portentoso,-0.25,0.0
10830,negative,poseso,-0.25,0.0
10831,negative,poseído,-0.25,0.0
10832,negative,postillón,-0.25,0.0
10833,negative,postrado,-0.25,0.0
10834,negative,postulación,-0.25,0.0
10835,negative,practicamente,-0.25,0.0
10836,negative,practicar esgrima,-0.25,0.0
10837,negative,preaviso,-0.25,0.0
10838,negative,precautorio,-0.25,0.0
10839,negative,preeclampsia,-0.25,0.0
10840,negative,pregunta difícil,-0.25,0.0
10841,negative,prejuzgar,-0.25,0.177
10842,negative,prenda de vestir,-0.25,0.0
10843,negative,prenderse,-0.25,0.0
10844,negative,prendimiento,-0.25,0.0
10845,negative,preocupante,-0.25,0.177
10846,negative,prerrequisito,-0.25,0.0
10847,negative,presbicia,-0.25,0.0
10848,negative,primogénito,-0.25,0.0
10849,negative,problema difícil,-0.25,0.0
10850,negative,problemas de oído,-0.25,0.0
10851,negative,problemas de visión,-0.25,0.0
10852,negative,procurarse,-0.25,0.0
10853,negative,prodigar,-0.25,0.0
10854,negative,producir una conmoción cerebral,-0.25,0.0
10855,negative,producto perecedero,-0.25,0.0
10856,negative,proferir,-0.25,0.0
10857,negative,prolijidad,-0.25,0.0
10858,negative,pronto,-0.25,0.0
10859,negative,propiciatorio,-0.25,0.0
10860,negative,prostatitis,-0.25,0.0
10861,negative,protector del brazo,-0.25,0.0
10862,negative,protector del cuello,-0.25,0.0
10863,negative,protestación,-0.25,0.0
10864,negative,prueba de Schick,-0.25,0.0
10865,negative,prueba de fuego,-0.25,0.0
10866,negative,prueba de schick,-0.25,0.0
10867,negative,prueba decisiva,-0.25,0.0
10868,negative,pseudoalucinación,-0.25,0.0
10869,negative,pseudofloema,-0.25,0.0
10870,negative,psicología clínica,-0.25,0.0
10871,negative,psicosis de angustia,-0.25,0.0
10872,negative,psicoterapeuta,-0.25,0.0
10873,negative,psilotáceas,-0.25,0.0
10874,negative,psiquiatría,-0.25,0.088
10875,negative,psitacosis,-0.25,0.0
10876,negative,psocópteros,-0.25,0.0
10877,negative,pteridosperma,-0.25,0.0
10878,negative,ptosis,-0.25,0.0
10879,negative,pudibundez,-0.25,0.0
10880,negative,puerto de montaña,-0.25,0.0
10881,negative,pugilismo,-0.25,0.0
10882,negative,pulmotor,-0.25,0.0
10883,negative,pulmón de acero,-0.25,0.0
10884,negative,pulsar,-0.25,0.0
10885,negative,punchar,-0.25,0.0
10886,negative,punto de golpe,-0.25,0.0
10887,negative,punto muerto,-0.25,0.0
10888,negative,puro cuento,-0.25,0.0
10889,negative,putrescencia,-0.25,0.0
10890,negative,putrescina,-0.25,0.0
10891,negative,pythium debaryanum,-0.25,0.0
10892,negative,pélvico,-0.25,0.0
10893,negative,pérdida de memoria,-0.25,0.0
10894,negative,pérdida del conocimiento,-0.25,0.0
10895,negative,pérfido,-0.25,0.0
10896,negative,póliza abierta,-0.25,0.0
10897,negative,póliza flotante,-0.25,0.0
10898,negative,quedarse en blanco,-0.25,0.0
10899,negative,queratocono,-0.25,0.0
10900,negative,queso suizo,-0.25,0.0
10901,negative,quijote,-0.25,0.0
10902,negative,quijotería,-0.25,0.0
10903,negative,quijotismo,-0.25,0.0
10904,negative,quimono,-0.25,0.0
10905,negative,quinina,-0.25,0.0
10906,negative,quinquefoliado,-0.25,0.0
10907,negative,quinqui,-0.25,0.0
10908,negative,quitarse de encima,-0.25,0.0
10909,negative,rabicorto,-0.25,0.0
10910,negative,rabona,-0.25,0.0
10911,negative,racaneo,-0.25,0.0
10912,negative,racanería,-0.25,0.0
10913,negative,randa,-0.25,0.0
10914,negative,ranger,-0.25,0.0
10915,negative,rapaz,-0.25,0.0
10916,negative,rasguño,-0.25,0.072
10917,negative,ratero,-0.25,0.0
10918,negative,rayo beta,-0.25,0.0
10919,negative,raza humana,-0.25,0.0
10920,negative,raíz rosada,-0.25,0.0
10921,negative,reacción fisiológica,-0.25,0.0
10922,negative,reaparecer,-0.25,0.0
10923,negative,recelar,-0.25,0.0
10924,negative,receloso,-0.25,0.0
10925,negative,rechazado,-0.25,0.0
10926,negative,recondenar,-0.25,0.0
10927,negative,reconditez,-0.25,0.0
10928,negative,reconfortar,-0.25,0.0
10929,negative,reconquistar,-0.25,0.0
10930,negative,recriminar,-0.25,0.0
10931,negative,recriminatorio,-0.25,0.0
10932,negative,recuperador,-0.25,0.088
10933,negative,recursos humanos,-0.25,0.0
10934,negative,recursos laborales,-0.25,0.0
10935,negative,recusante,-0.25,0.265
10936,negative,redistribuir,-0.25,0.0
10937,negative,reelección,-0.25,0.0
10938,negative,reencender,-0.25,0.0
10939,negative,referencia anatómica,-0.25,0.0
10940,negative,reflejo,-0.25,0.0
10941,negative,reflejo incondicionado,-0.25,0.0
10942,negative,reflejo innato,-0.25,0.0
10943,negative,reflejo instintivo,-0.25,0.0
10944,negative,refrigerador,-0.25,0.0
10945,negative,refutable,-0.25,0.0
10946,negative,regicidio,-0.25,0.0
10947,negative,reglamentar,-0.25,0.0
10948,negative,regordete,-0.25,0.0
10949,negative,rehabilitación correccional,-0.25,0.0
10950,negative,reintegrarse,-0.25,0.0
10951,negative,relación señal/ruido,-0.25,0.0
10952,negative,relamerse,-0.25,0.0
10953,negative,relato de aventuras,-0.25,0.0
10954,negative,relieve terrestre,-0.25,0.0
10955,negative,remilgo,-0.25,0.0
10956,negative,reología,-0.25,0.0
10957,negative,reológico,-0.25,0.0
10958,negative,repartir mal,-0.25,0.0
10959,negative,repetidamente,-0.25,0.0
10960,negative,repolludo,-0.25,0.0
10961,negative,reposo,-0.25,0.0
10962,negative,requemarse,-0.25,0.0
10963,negative,requisito previo,-0.25,0.0
10964,negative,requisitoria,-0.25,0.0
10965,negative,res adjudicata,-0.25,0.0
10966,negative,residuo tóxico,-0.25,0.0
10967,negative,residuos,-0.25,0.088
10968,negative,resonancia nuclear,-0.25,0.0
10969,negative,respectar,-0.25,0.0
10970,negative,respuesta evasiva,-0.25,0.0
10971,negative,respuesta refleja,-0.25,0.0
10972,negative,restos mortales,-0.25,0.0
10973,negative,resurgir,-0.25,0.0
10974,negative,retaliar,-0.25,0.0
10975,negative,reticulitermes,-0.25,0.0
10976,negative,retorcerse,-0.25,0.0
10977,negative,retraerse,-0.25,0.0
10978,negative,revoloteo,-0.25,0.088
10979,negative,rezongar,-0.25,0.0
10980,negative,rickettsia,-0.25,0.0
10981,negative,rickettsiosis,-0.25,0.0
10982,negative,rigatoni,-0.25,0.0
10983,negative,rijo,-0.25,0.0
10984,negative,rijosidad,-0.25,0.0
10985,negative,rima visual,-0.25,0.0
10986,negative,ring de boxeo,-0.25,0.0
10987,negative,rinoceronte negro,-0.25,0.0
10988,negative,rival,-0.25,0.0
10989,negative,robar,-0.25,0.042
10990,negative,robo armado,-0.25,0.0
10991,negative,rodillera,-0.25,0.0
10992,negative,rodillero,-0.25,0.0
10993,negative,romanal,-0.25,0.0
10994,negative,rompehuelgas,-0.25,0.0
10995,negative,romper la crisma,-0.25,0.0
10996,negative,ronchar,-0.25,0.0
10997,negative,ronco,-0.25,0.0
10998,negative,rondador,-0.25,0.0
10999,negative,ronquedad,-0.25,0.0
11000,negative,ronquera,-0.25,0.0
11001,negative,ronzar,-0.25,0.0
11002,negative,ropa de playa,-0.25,0.0
11003,negative,ropa de trabajo,-0.25,0.0
11004,negative,ropa interior,-0.25,0.177
11005,negative,ropón,-0.25,0.0
11006,negative,rosal silvestre,-0.25,0.0
11007,negative,rosellinia,-0.25,0.0
11008,negative,roseta,-0.25,0.0
11009,negative,rotenona,-0.25,0.0
11010,negative,roux,-0.25,0.0
11011,negative,roñería,-0.25,0.0
11012,negative,roñosería,-0.25,0.0
11013,negative,rubeola,-0.25,0.0
11014,negative,rubiales,-0.25,0.0
11015,negative,ruborizado,-0.25,0.0
11016,negative,rubéola,-0.25,0.0
11017,negative,ruego indirecto,-0.25,0.0
11018,negative,rufianería,-0.25,0.0
11019,negative,rufianismo,-0.25,0.0
11020,negative,ruido sordo,-0.25,0.0
11021,negative,ruina,-0.25,0.139
11022,negative,ruinas,-0.25,0.0
11023,negative,rynchopidae,-0.25,0.0
11024,negative,régimen títere,-0.25,0.0
11025,negative,réquiem,-0.25,0.072
11026,negative,río Somme,-0.25,0.0
11027,negative,s/n,-0.25,0.0
11028,negative,sableador,-0.25,0.0
11029,negative,sablista,-0.25,0.0
11030,negative,sacudirse algo,-0.25,0.0
11031,negative,salacot,-0.25,0.0
11032,negative,salicilato de metilo,-0.25,0.0
11033,negative,salirse,-0.25,0.0
11034,negative,salol,-0.25,0.0
11035,negative,salteado,-0.25,0.0
11036,negative,salvador,-0.25,0.072
11037,negative,sanción pragmática,-0.25,0.0
11038,negative,sangre espesa,-0.25,0.0
11039,negative,saprobio,-0.25,0.0
11040,negative,saqueador,-0.25,0.0
11041,negative,sarampión alemán,-0.25,0.0
11042,negative,sarcoma,-0.25,0.0
11043,negative,sardónico,-0.25,0.177
11044,negative,sarong,-0.25,0.0
11045,negative,sarong malayo,-0.25,0.0
11046,negative,satanista,-0.25,0.0
11047,negative,satiriasis,-0.25,0.0
11048,negative,saturnismo,-0.25,0.0
11049,negative,scam,-0.25,0.0
11050,negative,scat,-0.25,0.0
11051,negative,sciarida,-0.25,0.0
11052,negative,scleroderma,-0.25,0.0
11053,negative,scotland yard,-0.25,0.0
11054,negative,seboso,-0.25,0.0
11055,negative,seca,-0.25,0.0
11056,negative,secano,-0.25,0.0
11057,negative,seclusión,-0.25,0.0
11058,negative,secobarbital,-0.25,0.0
11059,negative,secuestrar,-0.25,0.056
11060,negative,sed de sangre,-0.25,0.144
11061,negative,seguir en,-0.25,0.0
11062,negative,seguro automotriz,-0.25,0.0
11063,negative,seguro de incendios,-0.25,0.0
11064,negative,seguro del coche,-0.25,0.0
11065,negative,selenio,-0.25,0.0
11066,negative,semianalfabeto,-0.25,0.0
11067,negative,sensación de presión,-0.25,0.0
11068,negative,sense datum,-0.25,0.0
11069,negative,sentido de la orientación,-0.25,0.0
11070,negative,sentido de la responsabilidad,-0.25,0.0
11071,negative,sepelio,-0.25,0.0
11072,negative,septicemia,-0.25,0.0
11073,negative,sepultura,-0.25,0.0
11074,negative,ser mítico,-0.25,0.0
11075,negative,sermoneo,-0.25,0.0
11076,negative,serológico,-0.25,0.0
11077,negative,serpenteante,-0.25,0.0
11078,negative,serrasalmus,-0.25,0.0
11079,negative,seudoalucinación,-0.25,0.0
11080,negative,seudoefedrina,-0.25,0.0
11081,negative,señal/ruido,-0.25,0.0
11082,negative,sharia,-0.25,0.0
11083,negative,sharía,-0.25,0.0
11084,negative,shigelosis,-0.25,0.0
11085,negative,shock anafiláctico,-0.25,0.0
11086,negative,sicario,-0.25,0.072
11087,negative,sicoterapeuta,-0.25,0.0
11088,negative,siesta liviana,-0.25,0.0
11089,negative,sifilítico,-0.25,0.0
11090,negative,signo dólar,-0.25,0.0
11091,negative,similor,-0.25,0.0
11092,negative,simplista,-0.25,0.0
11093,negative,simplon,-0.25,0.0
11094,negative,sin alfombrar,-0.25,0.0
11095,negative,sin controversia,-0.25,0.0
11096,negative,sin corona,-0.25,0.0
11097,negative,sin cristales,-0.25,0.0
11098,negative,sin derretir,-0.25,0.0
11099,negative,sin diferencias,-0.25,0.0
11100,negative,sin dilación,-0.25,0.0
11101,negative,sin dirección escrita,-0.25,0.0
11102,negative,sin explotar,-0.25,0.0
11103,negative,sin guión,-0.25,0.0
11104,negative,sin motivo,-0.25,0.0
11105,negative,sin ocupar,-0.25,0.0
11106,negative,sin papeles,-0.25,0.0
11107,negative,sin polarizar,-0.25,0.0
11108,negative,sin recortar,-0.25,0.0
11109,negative,sin regenerar,-0.25,0.0
11110,negative,sin registrar,-0.25,0.0
11111,negative,sin resistencia,-0.25,0.0
11112,negative,sin techo,-0.25,0.0
11113,negative,sin tejer,-0.25,0.0
11114,negative,sin vender,-0.25,0.0
11115,negative,sin ventilar,-0.25,0.0
11116,negative,sinestésico,-0.25,0.0
11117,negative,sinrazón,-0.25,0.0
11118,negative,sinverguenza,-0.25,0.0
11119,negative,siquiatría,-0.25,0.088
11120,negative,sirla,-0.25,0.0
11121,negative,sirte,-0.25,0.0
11122,negative,sistema auditivo,-0.25,0.0
11123,negative,sistema de pesos y medidas,-0.25,0.0
11124,negative,sistema de propulsión,-0.25,0.0
11125,negative,skibob,-0.25,0.0
11126,negative,slang,-0.25,0.0
11127,negative,snobismo,-0.25,0.0
11128,negative,sobrefalda,-0.25,0.0
11129,negative,sobrenatural,-0.25,0.0
11130,negative,sobrenaturalidad,-0.25,0.0
11131,negative,sobrenaturalista,-0.25,0.0
11132,negative,sobrenaturalístico,-0.25,0.0
11133,negative,sobreveste,-0.25,0.0
11134,negative,socavón,-0.25,0.0
11135,negative,socio del apostador,-0.25,0.0
11136,negative,socio del estafador,-0.25,0.0
11137,negative,soga,-0.25,0.0
11138,negative,sojuzgador,-0.25,0.0
11139,negative,solaz,-0.25,0.063
11140,negative,soldados hostiles,-0.25,0.0
11141,negative,solresol,-0.25,0.0
11142,negative,somatosensorial,-0.25,0.0
11143,negative,sombrero de ala ancha,-0.25,0.0
11144,negative,sombrero de cowboy,-0.25,0.0
11145,negative,sombrero hongo,-0.25,0.0
11146,negative,somnifobia,-0.25,0.0
11147,negative,sonar a metal,-0.25,0.0
11148,negative,sonsonete,-0.25,0.0
11149,negative,soplo sistólico,-0.25,0.0
11150,negative,soplon,-0.25,0.0
11151,negative,soportable,-0.25,0.0
11152,negative,sorprender,-0.25,0.068
11153,negative,sosegador,-0.25,0.0
11154,negative,sospecha,-0.25,0.088
11155,negative,sospechosamente,-0.25,0.0
11156,negative,sospechoso,-0.25,0.0
11157,negative,sospechoso de asesinato,-0.25,0.0
11158,negative,sospechoso de robo,-0.25,0.0
11159,negative,sotana,-0.25,0.0
11160,negative,spang,-0.25,0.0
11161,negative,staphylococcus,-0.25,0.0
11162,negative,status asmaticus,-0.25,0.0
11163,negative,stout,-0.25,0.0
11164,negative,streptopelia,-0.25,0.0
11165,negative,streptopelia turtur,-0.25,0.0
11166,negative,subnormalidad,-0.25,0.0
11167,negative,subrayado,-0.25,0.0
11168,negative,subsidio de enfermedad,-0.25,0.0
11169,negative,subversivo,-0.25,0.0
11170,negative,subwoofer,-0.25,0.0
11171,negative,subyugador,-0.25,0.0
11172,negative,succionar,-0.25,0.0
11173,negative,sudor frío,-0.25,0.0
11174,negative,suelta,-0.25,0.0
11175,negative,sueño del opio,-0.25,0.0
11176,negative,sueño fantástico,-0.25,0.0
11177,negative,sufridor,-0.25,0.0
11178,negative,superar en estrategia,-0.25,0.0
11179,negative,supernaturalista,-0.25,0.0
11180,negative,superrealista,-0.25,0.0
11181,negative,surrealista,-0.25,0.177
11182,negative,sustancia viscosa,-0.25,0.0
11183,negative,sutilidad,-0.25,0.0
11184,negative,syringa,-0.25,0.0
11185,negative,sí,-0.25,0.0
11186,negative,síndrome,-0.25,0.0
11187,negative,síndrome de down,-0.25,0.0
11188,negative,síndrome meníngeo,-0.25,0.0
11189,negative,síntoma,-0.25,0.072
11190,negative,tabardillo,-0.25,0.0
11191,negative,tacañería,-0.25,0.0
11192,negative,taciturno,-0.25,0.125
11193,negative,taladro mecánico,-0.25,0.0
